id	reg	date_pass	tranche_age	nb_pass_suspit	nb_pass_tot	nb_hospit	nb_pass_h	nb_paas_f	nb_pass_tot_h	nb_pass_tot_f	nb_hospit_h	nb_hospit_f	nb_acte	nb_acte_tot	nb_acte_h	nb_acte_f	nb_acte_tot_h	nb_acte_tot_f
585	84	2020-02-28	B	1.0	2017.0	1.0								428.0				
586	84	2020-02-28	C		1047.0									168.0				
587	84	2020-02-28	D		415.0									56.0				
588	84	2020-02-28	E		773.0									120.0				
589	93	2020-02-28	0	4.0	3805.0	4.0	1.0	3.0	1910.0	1894.0	1.0	3.0		900.0			357.0	543.0
590	93	2020-02-28	A		844.0									247.0				
591	93	2020-02-28	B	3.0	1210.0	3.0								331.0				
592	93	2020-02-28	C		743.0									147.0				
593	93	2020-02-28	D	1.0	382.0	1.0								67.0				
594	93	2020-02-28	E		626.0									108.0				
595	94	2020-02-28	0		236.0				114.0	122.0				28.0			6.0	22.0
596	94	2020-02-28	A		30.0									7.0				
597	94	2020-02-28	B		75.0									7.0				
598	94	2020-02-28	C		64.0									5.0				
599	94	2020-02-28	D		16.0									4.0				
600	94	2020-02-28	E		51.0									2.0				
601	01	2020-02-29	0		237.0				105.0	132.0								
602	01	2020-02-29	A		57.0													
603	01	2020-02-29	B		77.0													
604	01	2020-02-29	C		56.0													
605	01	2020-02-29	D		22.0													
606	01	2020-02-29	E		25.0													
607	02	2020-02-29	0											144.0			66.0	78.0
608	02	2020-02-29	A											25.0				
609	02	2020-02-29	B											65.0				
610	02	2020-02-29	C											28.0				
611	02	2020-02-29	D											11.0				
612	02	2020-02-29	E											15.0				
613	03	2020-02-29	0		294.0				151.0	143.0								
614	03	2020-02-29	A		87.0													
615	03	2020-02-29	B		136.0													
616	03	2020-02-29	C		52.0													
617	03	2020-02-29	D		12.0													
618	03	2020-02-29	E		7.0													
619	04	2020-02-29	0		554.0				305.0	248.0								
620	04	2020-02-29	A		132.0													
621	04	2020-02-29	B		181.0													
622	04	2020-02-29	C		139.0													
623	04	2020-02-29	D		50.0													
624	04	2020-02-29	E		52.0													
625	06	2020-02-29	0		145.0				87.0	58.0								
626	06	2020-02-29	A		61.0													
627	06	2020-02-29	B		58.0													
628	06	2020-02-29	C		17.0													
629	06	2020-02-29	D		4.0													
630	06	2020-02-29	E		5.0													
631	07	2020-02-29	0		15.0				9.0	6.0								
632	07	2020-02-29	A		3.0													
633	07	2020-02-29	B		9.0													
634	07	2020-02-29	C		2.0													
635	07	2020-02-29	D															
636	07	2020-02-29	E		1.0													
637	08	2020-02-29	0		20.0				9.0	11.0								
638	08	2020-02-29	A		3.0													
639	08	2020-02-29	B		10.0													
640	08	2020-02-29	C		4.0													
641	08	2020-02-29	D		2.0													
642	08	2020-02-29	E		1.0													
643	11	2020-02-29	0	2.0	7162.0	1.0	1.0	1.0	3705.0	3455.0	1.0			2234.0			1021.0	1207.0
644	11	2020-02-29	A		1751.0									789.0				
645	11	2020-02-29	B	1.0	2969.0									864.0				
646	11	2020-02-29	C		1298.0									323.0				
647	11	2020-02-29	D	1.0	434.0	1.0								101.0				
648	11	2020-02-29	E		710.0									144.0				
649	24	2020-02-29	0		1404.0				682.0	722.0				567.0			236.0	331.0
650	24	2020-02-29	A		288.0									147.0				
651	24	2020-02-29	B		473.0									250.0				
652	24	2020-02-29	C		251.0									97.0				
653	24	2020-02-29	D		123.0									21.0				
654	24	2020-02-29	E		268.0									51.0				
655	27	2020-02-29	0		1992.0				1059.0	933.0				523.0			215.0	305.0
656	27	2020-02-29	A		394.0									167.0				
657	27	2020-02-29	B		698.0									201.0				
658	27	2020-02-29	C		391.0									83.0				
659	27	2020-02-29	D		183.0									19.0				
660	27	2020-02-29	E		326.0									45.0				
661	28	2020-02-29	0		1939.0				956.0	982.0				788.0			344.0	444.0
662	28	2020-02-29	A		431.0									249.0				
663	28	2020-02-29	B		702.0									344.0				
664	28	2020-02-29	C		363.0									113.0				
665	28	2020-02-29	D		144.0									25.0				
666	28	2020-02-29	E		298.0									57.0				
667	32	2020-02-29	0	1.0	3192.0		1.0		1587.0	1604.0				1517.0			634.0	883.0
668	32	2020-02-29	A		788.0									513.0				
669	32	2020-02-29	B	1.0	1138.0									673.0				
670	32	2020-02-29	C		580.0									199.0				
671	32	2020-02-29	D		265.0									55.0				
672	32	2020-02-29	E		420.0									66.0				
673	44	2020-02-29	0	3.0	3459.0	1.0	3.0		1744.0	1713.0	1.0			1209.0			529.0	677.0
674	44	2020-02-29	A	3.0	773.0	1.0								400.0				
675	44	2020-02-29	B		1178.0									477.0				
676	44	2020-02-29	C		649.0									164.0				
677	44	2020-02-29	D		301.0									55.0				
678	44	2020-02-29	E		558.0									111.0				
679	52	2020-02-29	0	13.0	1575.0		6.0	7.0	814.0	761.0				702.0			324.0	378.0
680	52	2020-02-29	A	1.0	314.0									223.0				
681	52	2020-02-29	B	7.0	543.0									241.0				
682	52	2020-02-29	C	5.0	288.0									105.0				
683	52	2020-02-29	D		154.0									50.0				
684	52	2020-02-29	E		276.0									80.0				
685	53	2020-02-29	0		1741.0				912.0	829.0				657.0			278.0	379.0
686	53	2020-02-29	A		347.0									181.0				
687	53	2020-02-29	B		580.0									239.0				
688	53	2020-02-29	C		339.0									101.0				
689	53	2020-02-29	D		167.0									45.0				
690	53	2020-02-29	E		308.0									91.0				
691	75	2020-02-29	0	6.0	3567.0		3.0	3.0	1832.0	1735.0				1925.0			810.0	1115.0
692	75	2020-02-29	A	3.0	659.0									584.0				
693	75	2020-02-29	B	3.0	1193.0									772.0				
694	75	2020-02-29	C		716.0									271.0				
695	75	2020-02-29	D		324.0									97.0				
696	75	2020-02-29	E		675.0									201.0				
697	76	2020-02-29	0	1.0	4280.0	1.0	1.0		2221.0	2059.0	1.0			665.0			285.0	380.0
698	76	2020-02-29	A		972.0									245.0				
699	76	2020-02-29	B		1538.0									248.0				
700	76	2020-02-29	C		760.0									92.0				
701	76	2020-02-29	D		386.0									28.0				
702	76	2020-02-29	E	1.0	624.0	1.0								52.0				
703	84	2020-02-29	0		5071.0				2571.0	2500.0				1419.0			603.0	792.0
704	84	2020-02-29	A		1168.0									464.0				
705	84	2020-02-29	B		1998.0									555.0				
706	84	2020-02-29	C		866.0									189.0				
707	84	2020-02-29	D		423.0									55.0				
708	84	2020-02-29	E		616.0									155.0				
709	93	2020-02-29	0	6.0	3991.0	2.0	4.0	2.0	2021.0	1969.0	2.0			933.0			367.0	561.0
710	93	2020-02-29	A		918.0									275.0				
711	93	2020-02-29	B	1.0	1370.0	1.0								331.0				
712	93	2020-02-29	C	3.0	803.0	1.0								130.0				
713	93	2020-02-29	D	2.0	331.0									64.0				
714	93	2020-02-29	E		569.0									109.0				
715	94	2020-02-29	0	5.0	193.0		2.0	3.0	108.0	85.0				48.0			17.0	30.0
716	94	2020-02-29	A	1.0	34.0									8.0				
717	94	2020-02-29	B	2.0	70.0									17.0				
718	94	2020-02-29	C	2.0	48.0									12.0				
719	94	2020-02-29	D		17.0									3.0				
720	94	2020-02-29	E		24.0									7.0				
721	01	2020-03-01	0		229.0				105.0	124.0								
722	01	2020-03-01	A		64.0													
723	01	2020-03-01	B		85.0													
724	01	2020-03-01	C		41.0													
725	01	2020-03-01	D		19.0													
726	01	2020-03-01	E		20.0													
727	02	2020-03-01	0											114.0			42.0	72.0
728	02	2020-03-01	A											31.0				
729	02	2020-03-01	B											38.0				
730	02	2020-03-01	C											23.0				
731	02	2020-03-01	D											7.0				
732	02	2020-03-01	E											15.0				
733	03	2020-03-01	0		238.0				117.0	121.0								
734	03	2020-03-01	A		85.0													
735	03	2020-03-01	B		96.0													
736	03	2020-03-01	C		34.0													
737	03	2020-03-01	D		15.0													
738	03	2020-03-01	E		8.0													
739	04	2020-03-01	0		514.0				282.0	232.0								
740	04	2020-03-01	A		133.0													
741	04	2020-03-01	B		209.0													
742	04	2020-03-01	C		100.0													
743	04	2020-03-01	D		30.0													
744	04	2020-03-01	E		42.0													
745	06	2020-03-01	0		150.0				90.0	60.0								
746	06	2020-03-01	A		68.0													
747	06	2020-03-01	B		63.0													
748	06	2020-03-01	C		9.0													
749	06	2020-03-01	D		4.0													
750	06	2020-03-01	E		6.0													
751	07	2020-03-01	0		16.0				8.0	8.0								
752	07	2020-03-01	A		1.0													
753	07	2020-03-01	B		10.0													
754	07	2020-03-01	C		4.0													
755	07	2020-03-01	D		1.0													
756	07	2020-03-01	E															
757	08	2020-03-01	0		33.0				20.0	13.0								
758	08	2020-03-01	A		7.0													
759	08	2020-03-01	B		13.0													
760	08	2020-03-01	C		8.0													
761	08	2020-03-01	D		4.0													
762	08	2020-03-01	E		1.0													
763	11	2020-03-01	0		6599.0				3429.0	3169.0				2586.0			1173.0	1406.0
764	11	2020-03-01	A		1782.0									1022.0				
765	11	2020-03-01	B		2810.0									952.0				
766	11	2020-03-01	C		1102.0									343.0				
767	11	2020-03-01	D		319.0									88.0				
768	11	2020-03-01	E		586.0									150.0				
769	24	2020-03-01	0		1417.0				751.0	665.0				485.0			220.0	265.0
770	24	2020-03-01	A		278.0									170.0				
771	24	2020-03-01	B		562.0									218.0				
772	24	2020-03-01	C		278.0									55.0				
773	24	2020-03-01	D		96.0									15.0				
774	24	2020-03-01	E		203.0									26.0				
775	27	2020-03-01	0	7.0	2036.0	7.0	3.0	4.0	1084.0	952.0	3.0	4.0		449.0			213.0	227.0
776	27	2020-03-01	A		414.0									148.0				
777	27	2020-03-01	B	2.0	746.0	2.0								175.0				
778	27	2020-03-01	C	1.0	380.0	1.0								72.0				
779	27	2020-03-01	D	2.0	184.0	2.0								15.0				
780	27	2020-03-01	E	2.0	312.0	2.0								29.0				
781	28	2020-03-01	0		1945.0				987.0	955.0				774.0			334.0	440.0
782	28	2020-03-01	A		430.0									274.0				
783	28	2020-03-01	B		705.0									306.0				
784	28	2020-03-01	C		385.0									114.0				
785	28	2020-03-01	D		143.0									28.0				
786	28	2020-03-01	E		282.0									52.0				
787	32	2020-03-01	0	8.0	3014.0	3.0	6.0	2.0	1570.0	1443.0	3.0			1232.0			537.0	695.0
788	32	2020-03-01	A	2.0	766.0	2.0								492.0				
789	32	2020-03-01	B	4.0	1213.0									521.0				
790	32	2020-03-01	C	2.0	478.0	1.0								143.0				
791	32	2020-03-01	D		220.0									37.0				
792	32	2020-03-01	E		337.0									37.0				
793	44	2020-03-01	0		3346.0				1693.0	1652.0				1196.0			521.0	674.0
794	44	2020-03-01	A		783.0									414.0				
795	44	2020-03-01	B		1256.0									467.0				
796	44	2020-03-01	C		577.0									183.0				
797	44	2020-03-01	D		246.0									38.0				
798	44	2020-03-01	E		484.0									92.0				
799	52	2020-03-01	0	9.0	1532.0		4.0	5.0	811.0	721.0				696.0			306.0	390.0
800	52	2020-03-01	A	2.0	315.0									225.0				
801	52	2020-03-01	B	4.0	598.0									244.0				
802	52	2020-03-01	C	2.0	273.0									110.0				
803	52	2020-03-01	D	1.0	118.0									33.0				
804	52	2020-03-01	E		228.0									81.0				
805	53	2020-03-01	0		1741.0				936.0	805.0				601.0			273.0	328.0
806	53	2020-03-01	A		365.0									192.0				
807	53	2020-03-01	B		666.0									233.0				
808	53	2020-03-01	C		334.0									92.0				
809	53	2020-03-01	D		132.0									30.0				
810	53	2020-03-01	E		244.0									54.0				
811	75	2020-03-01	0	1.0	3405.0		1.0		1729.0	1675.0				1675.0			711.0	964.0
812	75	2020-03-01	A		594.0									542.0				
813	75	2020-03-01	B		1316.0									646.0				
814	75	2020-03-01	C	1.0	634.0									250.0				
815	75	2020-03-01	D		294.0									78.0				
816	75	2020-03-01	E		566.0									158.0				
817	76	2020-03-01	0	6.0	4136.0	6.0	1.0	5.0	2137.0	1999.0	1.0	5.0		701.0			298.0	403.0
818	76	2020-03-01	A		957.0									280.0				
819	76	2020-03-01	B	1.0	1658.0	1.0								245.0				
820	76	2020-03-01	C		680.0									95.0				
821	76	2020-03-01	D		314.0									21.0				
822	76	2020-03-01	E	5.0	527.0	5.0								60.0				
823	84	2020-03-01	0	1.0	4756.0			1.0	2454.0	2302.0				1229.0			534.0	689.0
824	84	2020-03-01	A		1024.0									388.0				
825	84	2020-03-01	B	1.0	1997.0									496.0				
826	84	2020-03-01	C		853.0									172.0				
827	84	2020-03-01	D		309.0									47.0				
828	84	2020-03-01	E		573.0									123.0				
829	93	2020-03-01	0	4.0	3947.0	2.0	2.0	2.0	2116.0	1831.0		2.0		1252.0			530.0	722.0
830	93	2020-03-01	A	1.0	958.0	1.0								446.0				
831	93	2020-03-01	B	3.0	1469.0	1.0								422.0				
832	93	2020-03-01	C		673.0									170.0				
833	93	2020-03-01	D		297.0									57.0				
834	93	2020-03-01	E		550.0									136.0				
835	94	2020-03-01	0	3.0	199.0	3.0	2.0	1.0	97.0	102.0	2.0	1.0		29.0			11.0	18.0
836	94	2020-03-01	A		40.0									10.0				
837	94	2020-03-01	B	3.0	92.0	3.0								13.0				
838	94	2020-03-01	C		30.0									4.0				
839	94	2020-03-01	D		18.0													
840	94	2020-03-01	E		19.0									1.0				
841	01	2020-03-02	0		280.0				123.0	157.0								
842	01	2020-03-02	A		85.0													
843	01	2020-03-02	B		90.0													
844	01	2020-03-02	C		62.0													
845	01	2020-03-02	D		25.0													
846	01	2020-03-02	E		18.0													
847	02	2020-03-02	0											189.0			78.0	111.0
848	02	2020-03-02	A											30.0				
849	02	2020-03-02	B											94.0				
850	02	2020-03-02	C											37.0				
851	02	2020-03-02	D											11.0				
852	02	2020-03-02	E											17.0				
853	03	2020-03-02	0		303.0				164.0	139.0								
854	03	2020-03-02	A		88.0													
855	03	2020-03-02	B		132.0													
856	03	2020-03-02	C		71.0													
857	03	2020-03-02	D		7.0													
858	03	2020-03-02	E		5.0													
859	04	2020-03-02	0	1.0	533.0	1.0		1.0	274.0	259.0		1.0						
860	04	2020-03-02	A		167.0													
861	04	2020-03-02	B		176.0													
862	04	2020-03-02	C	1.0	113.0	1.0												
863	04	2020-03-02	D		40.0													
864	04	2020-03-02	E		37.0													
865	06	2020-03-02	0		156.0				86.0	70.0								
866	06	2020-03-02	A		63.0													
867	06	2020-03-02	B		59.0													
868	06	2020-03-02	C		29.0													
869	06	2020-03-02	D		4.0													
870	06	2020-03-02	E		1.0													
871	07	2020-03-02	0		26.0				18.0	8.0								
872	07	2020-03-02	A		3.0													
873	07	2020-03-02	B		12.0													
874	07	2020-03-02	C		9.0													
875	07	2020-03-02	D		1.0													
876	07	2020-03-02	E		1.0													
877	08	2020-03-02	0		32.0				10.0	22.0								
878	08	2020-03-02	A		4.0													
879	08	2020-03-02	B		15.0													
880	08	2020-03-02	C		7.0													
881	08	2020-03-02	D		4.0													
882	08	2020-03-02	E		2.0													
883	11	2020-03-02	0	8.0	8068.0	5.0	3.0	5.0	4164.0	3902.0	1.0	4.0		2389.0			983.0	1404.0
884	11	2020-03-02	A		1931.0									748.0				
885	11	2020-03-02	B	3.0	3394.0									1063.0				
886	11	2020-03-02	C	1.0	1527.0	1.0								347.0				
887	11	2020-03-02	D		486.0									73.0				
888	11	2020-03-02	E	3.0	729.0	3.0								132.0				
889	24	2020-03-02	0		1735.0				892.0	842.0				500.0			214.0	286.0
890	24	2020-03-02	A		387.0									100.0				
891	24	2020-03-02	B		616.0									283.0				
892	24	2020-03-02	C		328.0									86.0				
893	24	2020-03-02	D		131.0									11.0				
894	24	2020-03-02	E		273.0									19.0				
895	27	2020-03-02	0	27.0	2203.0	13.0	14.0	13.0	1139.0	1063.0	6.0	7.0		454.0			189.0	264.0
896	27	2020-03-02	A		374.0									105.0				
897	27	2020-03-02	B	7.0	750.0	3.0								189.0				
898	27	2020-03-02	C	8.0	478.0	5.0								97.0				
899	27	2020-03-02	D	5.0	204.0	1.0								27.0				
900	27	2020-03-02	E	7.0	397.0	4.0								33.0				
901	28	2020-03-02	0	1.0	2348.0	1.0		1.0	1232.0	1116.0		1.0		738.0			315.0	423.0
902	28	2020-03-02	A		515.0									168.0				
903	28	2020-03-02	B	1.0	855.0	1.0								395.0				
904	28	2020-03-02	C		427.0									119.0				
905	28	2020-03-02	D		221.0									29.0				
906	28	2020-03-02	E		330.0									27.0				
907	32	2020-03-02	0	19.0	3662.0	5.0	7.0	12.0	1849.0	1812.0		5.0		1665.0			704.0	961.0
908	32	2020-03-02	A	5.0	838.0	4.0								427.0				
909	32	2020-03-02	B	11.0	1369.0	1.0								922.0				
910	32	2020-03-02	C		650.0									218.0				
911	32	2020-03-02	D	1.0	301.0									48.0				
912	32	2020-03-02	E	2.0	504.0									35.0				
913	44	2020-03-02	0	1.0	3660.0	1.0	1.0		1895.0	1764.0	1.0			764.0			351.0	413.0
914	44	2020-03-02	A		830.0									213.0				
915	44	2020-03-02	B	1.0	1265.0	1.0								362.0				
916	44	2020-03-02	C		640.0									117.0				
917	44	2020-03-02	D		336.0									31.0				
918	44	2020-03-02	E		589.0									38.0				
919	52	2020-03-02	0	18.0	1919.0	9.0	10.0	8.0	1040.0	879.0	5.0	4.0		561.0			251.0	298.0
920	52	2020-03-02	A	2.0	364.0	2.0								112.0				
921	52	2020-03-02	B	7.0	728.0	3.0								248.0				
922	52	2020-03-02	C	9.0	364.0	4.0								123.0				
923	52	2020-03-02	D		170.0									26.0				
924	52	2020-03-02	E		293.0									50.0				
925	53	2020-03-02	0		2039.0				1057.0	982.0				534.0			239.0	295.0
926	53	2020-03-02	A		388.0									110.0				
927	53	2020-03-02	B		723.0									286.0				
928	53	2020-03-02	C		362.0									75.0				
929	53	2020-03-02	D		214.0									22.0				
930	53	2020-03-02	E		352.0									40.0				
931	75	2020-03-02	0	15.0	3933.0		9.0	6.0	2057.0	1876.0				1650.0			725.0	925.0
932	75	2020-03-02	A	2.0	565.0									411.0				
933	75	2020-03-02	B	4.0	1394.0									763.0				
934	75	2020-03-02	C	6.0	783.0									254.0				
935	75	2020-03-02	D	3.0	420.0									79.0				
936	75	2020-03-02	E		771.0									141.0				
937	76	2020-03-02	0	2.0	4427.0	1.0	1.0	1.0	2234.0	2193.0	1.0			508.0			197.0	311.0
938	76	2020-03-02	A		915.0									158.0				
939	76	2020-03-02	B		1693.0									223.0				
940	76	2020-03-02	C		811.0									84.0				
941	76	2020-03-02	D	1.0	391.0	1.0								20.0				
942	76	2020-03-02	E	1.0	617.0									23.0				
943	84	2020-03-02	0	10.0	5426.0	9.0	7.0	3.0	2806.0	2620.0	6.0	3.0		1168.0			495.0	668.0
944	84	2020-03-02	A		1057.0									236.0				
945	84	2020-03-02	B	1.0	2138.0									568.0				
946	84	2020-03-02	C	1.0	1067.0	1.0								162.0				
947	84	2020-03-02	D	2.0	433.0	2.0								67.0				
948	84	2020-03-02	E	6.0	731.0	6.0								132.0				
949	93	2020-03-02	0	5.0	4038.0	2.0	2.0	3.0	2090.0	1945.0	2.0			1051.0			429.0	622.0
950	93	2020-03-02	A	1.0	810.0									308.0				
951	93	2020-03-02	B	1.0	1445.0									412.0				
952	93	2020-03-02	C	1.0	800.0	1.0								176.0				
953	93	2020-03-02	D		350.0									56.0				
954	93	2020-03-02	E	2.0	633.0	1.0								90.0				
955	94	2020-03-02	0	4.0	201.0	4.0	1.0	3.0	85.0	116.0	1.0	3.0		133.0			37.0	71.0
956	94	2020-03-02	A		32.0									33.0				
957	94	2020-03-02	B	2.0	87.0	2.0								69.0				
958	94	2020-03-02	C	2.0	47.0	2.0								19.0				
959	94	2020-03-02	D		14.0									8.0				
960	94	2020-03-02	E		21.0									4.0				
961	01	2020-03-03	0		247.0				122.0	125.0								
962	01	2020-03-03	A		65.0													
963	01	2020-03-03	B		95.0													
964	01	2020-03-03	C		36.0													
965	01	2020-03-03	D		20.0													
966	01	2020-03-03	E		31.0													
